rate_limit,refresh_interval,success_rate,items_per_min,total_time,success_count,failed_count,error
20,30,0.92,70.81565550320697,77.94886541366577,92,8,
20,40,0.92,70.94188814521507,77.8101646900177,92,8,
20,60,0.92,72.48344710291832,76.15531849861145,92,8,
